,Zipcode,Stats,EDUCATIONAL ATTAINMENT,Below poverty level,Percent below poverty level,Total
1098,60162,Margin of Error,Population 25 years and over,146.0,2.7,327.0
1099,60162,Margin of Error,"Some college, associate's degree",83.0,4.6,310.0
1100,60163,Estimate,Bachelor's degree or higher,24.0,3.6,661.0
1101,60163,Estimate,High school graduate (includes equivalency),68.0,4.9,1386.0
1102,60163,Estimate,Less than high school graduate,37.0,6.6,560.0
1103,60163,Estimate,Population 25 years and over,159.0,4.4,3585.0
1104,60163,Estimate,"Some college, associate's degree",30.0,3.1,978.0
1105,60163,Margin of Error,Bachelor's degree or higher,37.0,5.5,195.0
1106,60163,Margin of Error,High school graduate (includes equivalency),54.0,3.8,311.0
1107,60163,Margin of Error,Less than high school graduate,36.0,7.3,180.0
1108,60163,Margin of Error,Population 25 years and over,95.0,2.6,191.0
1109,60163,Margin of Error,"Some college, associate's degree",38.0,3.9,179.0
1110,60164,Estimate,Bachelor's degree or higher,162.0,8.7,1853.0
1111,60164,Estimate,High school graduate (includes equivalency),407.0,9.0,4535.0
1112,60164,Estimate,Less than high school graduate,383.0,11.5,3336.0
1113,60164,Estimate,Population 25 years and over,1324.0,9.6,13777.0
1114,60164,Estimate,"Some college, associate's degree",372.0,9.2,4053.0
1115,60164,Margin of Error,Bachelor's degree or higher,85.0,4.4,330.0
1116,60164,Margin of Error,High school graduate (includes equivalency),136.0,3.0,547.0
1117,60164,Margin of Error,Less than high school graduate,154.0,4.5,400.0
1118,60164,Margin of Error,Population 25 years and over,335.0,2.5,593.0
1119,60164,Margin of Error,"Some college, associate's degree",192.0,4.4,513.0
1120,60165,Estimate,Bachelor's degree or higher,0.0,0.0,142.0
1121,60165,Estimate,High school graduate (includes equivalency),161.0,20.2,797.0
1122,60165,Estimate,Less than high school graduate,115.0,9.3,1230.0
1123,60165,Estimate,Population 25 years and over,340.0,12.0,2825.0
1124,60165,Estimate,"Some college, associate's degree",64.0,9.8,656.0
1125,60165,Margin of Error,Bachelor's degree or higher,12.0,20.3,115.0
1126,60165,Margin of Error,High school graduate (includes equivalency),98.0,10.9,186.0
1127,60165,Margin of Error,Less than high school graduate,98.0,8.4,219.0
1128,60165,Margin of Error,Population 25 years and over,168.0,6.5,232.0
1129,60165,Margin of Error,"Some college, associate's degree",57.0,9.5,202.0
1130,60169,Estimate,Bachelor's degree or higher,377.0,4.0,9413.0
1131,60169,Estimate,High school graduate (includes equivalency),205.0,4.4,4616.0
1132,60169,Estimate,Less than high school graduate,216.0,9.4,2302.0
1133,60169,Estimate,Population 25 years and over,1160.0,5.1,22529.0
1134,60169,Estimate,"Some college, associate's degree",362.0,5.8,6198.0
1135,60169,Margin of Error,Bachelor's degree or higher,166.0,1.8,865.0
1136,60169,Margin of Error,High school graduate (includes equivalency),129.0,2.8,653.0
1137,60169,Margin of Error,Less than high school graduate,107.0,4.7,435.0
1138,60169,Margin of Error,Population 25 years and over,283.0,1.3,602.0
1139,60169,Margin of Error,"Some college, associate's degree",148.0,2.2,705.0
1140,60171,Estimate,Bachelor's degree or higher,65.0,5.3,1231.0
1141,60171,Estimate,High school graduate (includes equivalency),293.0,10.8,2710.0
1142,60171,Estimate,Less than high school graduate,43.0,5.8,741.0
1143,60171,Estimate,Population 25 years and over,633.0,9.1,6964.0
1144,60171,Estimate,"Some college, associate's degree",232.0,10.2,2282.0
1145,60171,Margin of Error,Bachelor's degree or higher,62.0,4.8,288.0
1146,60171,Margin of Error,High school graduate (includes equivalency),137.0,5.0,433.0
1147,60171,Margin of Error,Less than high school graduate,54.0,7.0,239.0
1148,60171,Margin of Error,Population 25 years and over,220.0,3.2,437.0
1149,60171,Margin of Error,"Some college, associate's degree",116.0,5.0,309.0
1150,60172,Estimate,Bachelor's degree or higher,91.0,1.4,6451.0
1151,60172,Estimate,High school graduate (includes equivalency),236.0,5.5,4307.0
1152,60172,Estimate,Less than high school graduate,52.0,4.8,1091.0
1153,60172,Estimate,Population 25 years and over,679.0,4.0,16843.0
1154,60172,Estimate,"Some college, associate's degree",300.0,6.0,4994.0
1155,60172,Margin of Error,Bachelor's degree or higher,70.0,1.1,622.0
1156,60172,Margin of Error,High school graduate (includes equivalency),104.0,2.4,411.0
1157,60172,Margin of Error,Less than high school graduate,57.0,5.3,324.0
1158,60172,Margin of Error,Population 25 years and over,203.0,1.2,702.0
1159,60172,Margin of Error,"Some college, associate's degree",126.0,2.5,526.0
1160,60173,Estimate,Bachelor's degree or higher,148.0,2.3,6412.0
1161,60173,Estimate,High school graduate (includes equivalency),70.0,5.7,1238.0
1162,60173,Estimate,Less than high school graduate,28.0,12.2,230.0
1163,60173,Estimate,Population 25 years and over,359.0,3.9,9267.0
1164,60173,Estimate,"Some college, associate's degree",113.0,8.1,1387.0
1165,60173,Margin of Error,Bachelor's degree or higher,71.0,1.2,711.0
1166,60173,Margin of Error,High school graduate (includes equivalency),50.0,4.1,276.0
1167,60173,Margin of Error,Less than high school graduate,33.0,14.4,118.0
1168,60173,Margin of Error,Population 25 years and over,130.0,1.5,656.0
1169,60173,Margin of Error,"Some college, associate's degree",66.0,4.9,286.0
1170,60174,Estimate,Bachelor's degree or higher,208.0,2.1,9972.0
1171,60174,Estimate,High school graduate (includes equivalency),276.0,7.2,3841.0
1172,60174,Estimate,Less than high school graduate,49.0,3.8,1299.0
1173,60174,Estimate,Population 25 years and over,909.0,4.3,21364.0
1174,60174,Estimate,"Some college, associate's degree",376.0,6.0,6252.0
1175,60174,Margin of Error,Bachelor's degree or higher,132.0,1.3,675.0
1176,60174,Margin of Error,High school graduate (includes equivalency),145.0,3.7,442.0
1177,60174,Margin of Error,Less than high school graduate,41.0,3.5,411.0
1178,60174,Margin of Error,Population 25 years and over,239.0,1.1,839.0
1179,60174,Margin of Error,"Some college, associate's degree",152.0,2.3,705.0
1180,60175,Estimate,Bachelor's degree or higher,181.0,2.0,9277.0
1181,60175,Estimate,High school graduate (includes equivalency),79.0,3.1,2564.0
1182,60175,Estimate,Less than high school graduate,5.0,4.2,120.0
1183,60175,Estimate,Population 25 years and over,587.0,3.4,17234.0
1184,60175,Estimate,"Some college, associate's degree",322.0,6.1,5273.0
1185,60175,Margin of Error,Bachelor's degree or higher,102.0,1.1,567.0
1186,60175,Margin of Error,High school graduate (includes equivalency),77.0,3.0,473.0
1187,60175,Margin of Error,Less than high school graduate,10.0,8.3,64.0
1188,60175,Margin of Error,Population 25 years and over,346.0,2.0,778.0
1189,60175,Margin of Error,"Some college, associate's degree",321.0,5.7,798.0
1190,60176,Estimate,Bachelor's degree or higher,124.0,5.5,2269.0
1191,60176,Estimate,High school graduate (includes equivalency),292.0,13.1,2224.0
1192,60176,Estimate,Less than high school graduate,155.0,12.9,1205.0
1193,60176,Estimate,Population 25 years and over,655.0,8.1,8123.0
1194,60176,Estimate,"Some college, associate's degree",84.0,3.5,2425.0
1195,60176,Margin of Error,Bachelor's degree or higher,131.0,5.7,700.0
1196,60176,Margin of Error,High school graduate (includes equivalency),157.0,7.0,416.0
1197,60176,Margin of Error,Less than high school graduate,116.0,8.9,437.0
1198,60176,Margin of Error,Population 25 years and over,257.0,3.3,449.0
1199,60176,Margin of Error,"Some college, associate's degree",83.0,3.4,532.0
1200,60177,Estimate,Bachelor's degree or higher,23.0,0.4,5524.0
1201,60177,Estimate,High school graduate (includes equivalency),468.0,12.6,3717.0
1202,60177,Estimate,Less than high school graduate,82.0,5.8,1424.0
1203,60177,Estimate,Population 25 years and over,764.0,5.1,15027.0
1204,60177,Estimate,"Some college, associate's degree",191.0,4.4,4362.0
1205,60177,Margin of Error,Bachelor's degree or higher,25.0,0.5,611.0
1206,60177,Margin of Error,High school graduate (includes equivalency),348.0,8.7,601.0
1207,60177,Margin of Error,Less than high school graduate,94.0,6.3,389.0
1208,60177,Margin of Error,Population 25 years and over,361.0,2.4,571.0
1209,60177,Margin of Error,"Some college, associate's degree",109.0,2.5,467.0
1210,60178,Estimate,Bachelor's degree or higher,410.0,7.2,5734.0
1211,60178,Estimate,High school graduate (includes equivalency),228.0,7.3,3137.0
1212,60178,Estimate,Less than high school graduate,176.0,23.5,750.0
1213,60178,Estimate,Population 25 years and over,1172.0,8.3,14117.0
1214,60178,Estimate,"Some college, associate's degree",358.0,8.0,4496.0
1215,60178,Margin of Error,Bachelor's degree or higher,228.0,3.9,507.0
1216,60178,Margin of Error,High school graduate (includes equivalency),104.0,3.2,420.0
1217,60178,Margin of Error,Less than high school graduate,114.0,12.9,209.0
1218,60178,Margin of Error,Population 25 years and over,339.0,2.4,586.0
1219,60178,Margin of Error,"Some college, associate's degree",165.0,3.4,473.0
1220,60180,Estimate,Bachelor's degree or higher,2.0,1.2,170.0
1221,60180,Estimate,High school graduate (includes equivalency),20.0,5.6,356.0
1222,60180,Estimate,Less than high school graduate,0.0,0.0,27.0
1223,60180,Estimate,Population 25 years and over,85.0,7.4,1155.0
1224,60180,Estimate,"Some college, associate's degree",63.0,10.5,602.0
1225,60180,Margin of Error,Bachelor's degree or higher,5.0,2.8,87.0
1226,60180,Margin of Error,High school graduate (includes equivalency),32.0,9.3,151.0
1227,60180,Margin of Error,Less than high school graduate,12.0,57.1,23.0
1228,60180,Margin of Error,Population 25 years and over,96.0,8.4,215.0
1229,60180,Margin of Error,"Some college, associate's degree",92.0,14.9,139.0
1230,60181,Estimate,Bachelor's degree or higher,473.0,6.7,7066.0
1231,60181,Estimate,High school graduate (includes equivalency),362.0,6.5,5542.0
1232,60181,Estimate,Less than high school graduate,266.0,17.4,1526.0
1233,60181,Estimate,Population 25 years and over,1349.0,6.8,19738.0
1234,60181,Estimate,"Some college, associate's degree",248.0,4.4,5604.0
1235,60181,Margin of Error,Bachelor's degree or higher,305.0,4.2,537.0
1236,60181,Margin of Error,High school graduate (includes equivalency),117.0,2.1,628.0
1237,60181,Margin of Error,Less than high school graduate,136.0,8.4,327.0
1238,60181,Margin of Error,Population 25 years and over,371.0,1.9,636.0
1239,60181,Margin of Error,"Some college, associate's degree",87.0,1.5,491.0
1240,60184,Estimate,Bachelor's degree or higher,0.0,0.0,702.0
1241,60184,Estimate,High school graduate (includes equivalency),0.0,0.0,346.0
1242,60184,Estimate,Less than high school graduate,0.0,0.0,63.0
1243,60184,Estimate,Population 25 years and over,24.0,1.3,1815.0
1244,60184,Estimate,"Some college, associate's degree",24.0,3.4,704.0
1245,60184,Margin of Error,Bachelor's degree or higher,12.0,4.5,159.0
1246,60184,Margin of Error,High school graduate (includes equivalency),12.0,9.0,115.0
1247,60184,Margin of Error,Less than high school graduate,12.0,37.3,39.0
1248,60184,Margin of Error,Population 25 years and over,21.0,1.2,282.0
1249,60184,Margin of Error,"Some college, associate's degree",21.0,3.0,179.0
1250,60185,Estimate,Bachelor's degree or higher,234.0,3.4,6807.0
1251,60185,Estimate,High school graduate (includes equivalency),501.0,8.2,6143.0
1252,60185,Estimate,Less than high school graduate,574.0,14.0,4090.0
1253,60185,Estimate,Population 25 years and over,1666.0,7.3,22875.0
1254,60185,Estimate,"Some college, associate's degree",357.0,6.1,5835.0
1255,60185,Margin of Error,Bachelor's degree or higher,101.0,1.5,466.0
1256,60185,Margin of Error,High school graduate (includes equivalency),156.0,2.3,599.0
1257,60185,Margin of Error,Less than high school graduate,187.0,4.4,438.0
1258,60185,Margin of Error,Population 25 years and over,295.0,1.3,737.0
1259,60185,Margin of Error,"Some college, associate's degree",136.0,2.4,591.0
1260,60187,Estimate,Bachelor's degree or higher,333.0,3.0,11271.0
1261,60187,Estimate,High school graduate (includes equivalency),266.0,13.1,2031.0
1262,60187,Estimate,Less than high school graduate,93.0,18.9,493.0
1263,60187,Estimate,Population 25 years and over,885.0,5.0,17749.0
1264,60187,Estimate,"Some college, associate's degree",193.0,4.9,3954.0
1265,60187,Margin of Error,Bachelor's degree or higher,104.0,0.9,597.0
1266,60187,Margin of Error,High school graduate (includes equivalency),161.0,7.5,398.0
1267,60187,Margin of Error,Less than high school graduate,84.0,15.0,145.0
1268,60187,Margin of Error,Population 25 years and over,257.0,1.4,716.0
1269,60187,Margin of Error,"Some college, associate's degree",110.0,2.6,407.0
1270,60188,Estimate,Bachelor's degree or higher,614.0,5.2,11899.0
1271,60188,Estimate,High school graduate (includes equivalency),472.0,8.2,5764.0
1272,60188,Estimate,Less than high school graduate,398.0,16.1,2475.0
1273,60188,Estimate,Population 25 years and over,1918.0,6.7,28762.0
1274,60188,Estimate,"Some college, associate's degree",434.0,5.0,8624.0
1275,60188,Margin of Error,Bachelor's degree or higher,245.0,2.0,775.0
1276,60188,Margin of Error,High school graduate (includes equivalency),153.0,2.4,485.0
1277,60188,Margin of Error,Less than high school graduate,156.0,6.0,345.0
1278,60188,Margin of Error,Population 25 years and over,377.0,1.3,646.0
1279,60188,Margin of Error,"Some college, associate's degree",154.0,1.7,568.0
1280,60189,Estimate,Bachelor's degree or higher,333.0,2.4,13696.0
1281,60189,Estimate,High school graduate (includes equivalency),110.0,5.6,1954.0
1282,60189,Estimate,Less than high school graduate,320.0,27.3,1172.0
1283,60189,Estimate,Population 25 years and over,963.0,4.6,21058.0
1284,60189,Estimate,"Some college, associate's degree",200.0,4.7,4236.0
1285,60189,Margin of Error,Bachelor's degree or higher,99.0,0.7,685.0
1286,60189,Margin of Error,High school graduate (includes equivalency),77.0,3.9,229.0
1287,60189,Margin of Error,Less than high school graduate,232.0,20.4,532.0
1288,60189,Margin of Error,Population 25 years and over,325.0,1.5,755.0
1289,60189,Margin of Error,"Some college, associate's degree",99.0,2.5,480.0
1290,60190,Estimate,Bachelor's degree or higher,21.0,0.4,4888.0
1291,60190,Estimate,High school graduate (includes equivalency),28.0,2.4,1176.0
1292,60190,Estimate,Less than high school graduate,14.0,9.5,147.0
1293,60190,Estimate,Population 25 years and over,143.0,1.8,8031.0
1294,60190,Estimate,"Some college, associate's degree",80.0,4.4,1820.0
1295,60190,Margin of Error,Bachelor's degree or higher,24.0,0.5,367.0
1296,60190,Margin of Error,High school graduate (includes equivalency),24.0,2.2,280.0
1297,60190,Margin of Error,Less than high school graduate,16.0,12.6,87.0
1298,60190,Margin of Error,Population 25 years and over,74.0,0.9,310.0
1299,60190,Margin of Error,"Some college, associate's degree",60.0,3.2,276.0
1300,60191,Estimate,Bachelor's degree or higher,107.0,4.4,2413.0
1301,60191,Estimate,High school graduate (includes equivalency),270.0,8.0,3390.0
1302,60191,Estimate,Less than high school graduate,124.0,11.6,1065.0
1303,60191,Estimate,Population 25 years and over,592.0,6.1,9637.0
1304,60191,Estimate,"Some college, associate's degree",91.0,3.3,2769.0
1305,60191,Margin of Error,Bachelor's degree or higher,76.0,3.1,380.0
1306,60191,Margin of Error,High school graduate (includes equivalency),144.0,4.0,346.0
1307,60191,Margin of Error,Less than high school graduate,71.0,6.7,255.0
1308,60191,Margin of Error,Population 25 years and over,185.0,1.9,518.0
1309,60191,Margin of Error,"Some college, associate's degree",59.0,2.0,387.0
1310,60192,Estimate,Bachelor's degree or higher,88.0,1.3,6898.0
1311,60192,Estimate,High school graduate (includes equivalency),87.0,6.6,1310.0
1312,60192,Estimate,Less than high school graduate,13.0,3.1,420.0
1313,60192,Estimate,Population 25 years and over,236.0,2.1,11184.0
1314,60192,Estimate,"Some college, associate's degree",48.0,1.9,2556.0
